region_cd,region_nm,research_date,apt_type,tr_gbn,indices,level_no
26A03,서부산권,202302,0,D,96.06985158,1
26A03,서부산권,202302,1,S,97.34663178,1
27000,대구,202302,0,D,85.39333769,0
27000,대구,202302,3,S,97.71484188,0
28000,인천,202302,1,S,92.79232284,0
29000,광주,202302,0,D,96.39066739,0
29000,광주,202302,1,D,95.29500489,0
30000,대전,202302,0,S,94.42179614,0
30000,대전,202302,1,D,88.89029808,0
31000,울산,202302,0,D,95.52401883,0
31000,울산,202302,7,D,101.5907126,0
36000,세종,202302,1,S,74.15755751,0
36000,세종,202302,7,S,104.0759681,0
41000,경기,202302,7,D,100.8760685,0
41000,경기,202302,3,S,100.6911991,0
41000,경기,202302,7,S,103.9345065,0
41A01,서해안권,202302,1,D,86.10802302,1
41A03,경부2권,202302,3,S,100.3198057,1
41A03,경부2권,202302,3,D,102.4327141,1
41A05,경원권,202302,3,D,100.8952422,1
41A07,동부2권,202302,0,S,103.6261505,1
41A07,동부2권,202302,1,S,106.3867438,1
42000,강원,202302,1,S,103.3678537,0
42000,강원,202302,7,S,103.1715762,0
43000,충북,202302,1,D,101.7033721,0
44000,충남,202302,0,S,100.9059943,0
46000,전남,202302,1,D,96.1996208,0
46000,전남,202302,0,D,98.75339847,0
47000,경북,202302,1,S,99.4084556,0
48000,경남,202302,0,D,98.9105908,0
50000,제주,202302,0,D,102.5113061,0
50000,제주,202302,3,S,101.5036018,0
A1000,전국,202302,7,D,100.6327056,0
A2000,수도권,202302,7,D,100.7007295,0
A2000,수도권,202302,3,S,99.90777113,0
A6000,8개도,202302,0,S,100.8902882,0
11000,서울,202303,0,S,96.27465913,0
11A01,강북지역,202303,7,S,103.9422844,1
11A11,도심권,202303,7,S,104.6384499,2
11A12,동북권,202303,3,S,98.91707924,2
11A13,서북권,202303,7,D,100.0707706,2
11A13,서북권,202303,7,S,104.1408047,2
11A14,서남권,202303,7,S,104.468139,2
11A14,서남권,202303,3,D,96.01184389,2
11A15,동남권,202303,1,S,97.06859395,2
26A01,동부산권,202303,1,D,86.32238804,1
26A02,중부산권,202303,7,S,103.337865,1
26A03,서부산권,202303,0,S,97.64053249,1
27000,대구,202303,0,D,83.90821462,0
30000,대전,202303,1,D,87.39390117,0
36000,세종,202303,3,S,97.68057113,0
41A01,서해안권,202303,1,S,92.32307476,1
41A02,경부1권,202303,1,D,84.88601339,1
41A02,경부1권,202303,0,D,88.38579995,1
41A04,경의권,202303,7,S,103.5274251,1
41A05,경원권,202303,3,S,98.88977122,1
41A05,경원권,202303,1,S,90.37357884,1
41A06,동부1권,202303,3,D,99.68924428,1
41A06,동부1권,202303,0,S,93.83741672,1
41A06,동부1권,202303,7,S,104.9163406,1
42000,강원,202303,0,D,100.3553919,0
45000,전북,202303,7,S,102.7737002,0
46000,전남,202303,1,D,95.57771269,0
46000,전남,202303,7,D,100.7978267,0
47000,경북,202303,3,S,100.7138942,0
47000,경북,202303,7,D,100.3226775,0
48000,경남,202303,7,S,101.3740329,0
A1000,전국,202303,3,D,99.42647565,0
A1000,전국,202303,1,S,93.73518829,0
A2000,수도권,202303,7,D,100.5886564,0
A2001,지방권,202303,3,D,100.2937651,0
A3000,6대광역시,202303,1,S,90.91652862,0
A5000,5대광역시,202303,1,S,90.71362552,0
A6000,8개도,202303,1,D,98.75535342,0
A9000,9개도,202303,7,S,102.7057657,0
11A02,강남지역,202304,0,D,88.91825072,1
11A12,동북권,202304,1,D,84.42281024,2
11A12,동북권,202304,3,D,97.45355205,2
11A14,서남권,202304,3,D,95.52538263,2
11A14,서남권,202304,7,D,100.1130262,2
11A15,동남권,202304,7,S,104.8354742,2
26A01,동부산권,202304,7,D,100.0355563,1
26A01,동부산권,202304,1,D,85.44100477,1
26A02,중부산권,202304,1,S,90.95130122,1
26A02,중부산권,202304,0,D,91.90682786,1
26A03,서부산권,202304,3,D,100.964505,1
26A03,서부산권,202304,0,D,94.65713971,1
28000,인천,202304,1,S,90.86094192,0
28000,인천,202304,3,S,99.14249506,0
30000,대전,202304,1,S,89.90804867,0
31000,울산,202304,0,D,93.1114828,0
36000,세종,202304,7,D,98.60269459,0
36000,세종,202304,3,D,97.55395806,0
29000,광주,202301,0,S,100.4093944,0
41A01,서해안권,202304,1,D,83.49146423,1
41A03,경부2권,202304,7,D,101.2196608,1
41A03,경부2권,202304,1,D,82.27711258,1
41A04,경의권,202304,0,S,93.52655001,1
41A06,동부1권,202304,1,D,81.72087627,1
41A07,동부2권,202304,1,S,105.2153742,1
42000,강원,202304,0,D,100.2111567,0
44000,충남,202304,1,D,96.22569777,0
46000,전남,202304,1,S,94.58251296,0
46000,전남,202304,7,S,103.762021,0
48000,경남,202304,3,D,100.7107446,0
48000,경남,202304,7,D,100.4288543,0
50000,제주,202304,7,D,100.9441838,0
A1000,전국,202304,7,D,100.5166633,0
A2000,수도권,202304,0,S,94.97008671,0
A5000,5대광역시,202304,3,S,98.95760241,0
A5000,5대광역시,202304,7,D,100.4445445,0
A6000,8개도,202304,7,S,102.4054107,0
A9000,9개도,202304,3,S,99.92644153,0
30000,대전,202301,1,D,90.93836092,0
36000,세종,202301,3,S,98.07733228,0
36000,세종,202301,3,D,97.74944514,0
36000,세종,202301,1,D,72.55267888,0
36000,세종,202301,1,S,77.02047926,0
41000,경기,202301,7,S,104.088118,0
41A01,서해안권,202301,7,S,104.0145893,1
41A03,경부2권,202301,0,D,91.48560189,1
41A04,경의권,202301,3,D,99.65981023,1
41A05,경원권,202301,1,S,93.91761309,1
41A06,동부1권,202301,0,D,91.50359707,1
41A06,동부1권,202301,7,D,101.7466445,1
41A07,동부2권,202301,7,D,101.5405863,1
42000,강원,202301,1,S,103.8927485,0
46000,전남,202301,1,D,97.05287214,0
46000,전남,202301,0,D,99.20079105,0
48000,경남,202301,3,D,101.1741421,0
50000,제주,202301,1,D,105.0303618,0
A1000,전국,202301,3,S,100.2218402,0
A1000,전국,202301,0,S,98.28398806,0
A1000,전국,202301,1,D,92.08073191,0
A2000,수도권,202301,3,S,100.3037349,0
A2000,수도권,202301,3,D,100.0281083,0
A2001,지방권,202301,7,D,100.6664891,0
A2001,지방권,202301,3,D,100.6578186,0
A2001,지방권,202301,0,D,97.57470443,0
45000,전북,202305,7,S,102.6424903,0
11000,서울,202301,3,S,99.646002,0
11A02,강남지역,202301,1,S,96.59296653,1
11A11,도심권,202301,1,D,89.87503825,2
11A11,도심권,202301,3,S,99.86152126,2
11A13,서북권,202301,7,D,100.3039029,2
11A14,서남권,202301,1,S,95.51585089,2
26000,부산,202301,1,S,96.17908026,0
26A01,동부산권,202301,3,D,98.68323442,1
26A01,동부산권,202301,0,D,93.4658166,1
26A02,중부산권,202301,1,S,94.71595895,1
26A02,중부산권,202301,1,D,92.28544781,1
11A02,강남지역,202305,7,D,100.22753,1
11A12,동북권,202305,0,D,89.7072357,2
11A12,동북권,202305,1,S,89.78196571,2
11A13,서북권,202305,7,S,104.0527562,2
26A02,중부산권,202305,3,S,100.0545762,1
26A02,중부산권,202305,0,S,94.48196545,1
26A03,서부산권,202305,1,D,92.45312098,1
26A03,서부산권,202305,7,S,102.5923482,1
26A03,서부산권,202305,0,D,94.30033923,1
26A03,서부산권,202305,7,D,100.3737647,1
27000,대구,202305,1,D,76.53692189,0
28000,인천,202305,0,D,87.80802399,0
30000,대전,202305,1,S,89.64260758,0
30000,대전,202305,7,S,103.5943692,0
30000,대전,202305,3,S,99.91007883,0
31000,울산,202305,3,D,99.85374789,0
31000,울산,202305,7,D,101.3401959,0
31000,울산,202305,1,D,89.98422078,0
41A01,서해안권,202305,3,S,100.5924904,1
41A01,서해안권,202305,7,D,100.7916312,1
41A02,경부1권,202305,7,D,99.29320916,1
41A03,경부2권,202305,0,S,94.35517733,1
41A03,경부2권,202305,3,D,101.9862124,1
41A04,경의권,202305,1,S,91.11663383,1
48000,경남,202305,3,D,100.6587971,0
A1000,전국,202305,3,D,98.86101186,0
A2000,수도권,202305,3,D,98.4165443,0
A2001,지방권,202305,1,D,91.93861743,0
A5000,5대광역시,202305,1,S,89.70177899,0
A5000,5대광역시,202305,3,D,99.36412421,0
A9000,9개도,202305,3,D,100.3018501,0
A9000,9개도,202305,7,D,100.5219791,0
11000,서울,202306,7,D,100.1873622,0
11A01,강북지역,202306,1,D,84.05362389,1
11A13,서북권,202306,1,D,84.78584295,2
11A15,동남권,202306,0,D,88.82714634,2
11A15,동남권,202306,1,S,98.4011771,2
26000,부산,202306,1,D,87.08529826,0
26000,부산,202306,7,D,99.91038781,0
26A02,중부산권,202306,7,D,99.67533408,1
26A02,중부산권,202306,3,S,99.85429802,1
26A02,중부산권,202306,0,D,91.07488222,1
26A03,서부산권,202301,3,S,99.90072957,1
27000,대구,202301,1,D,82.94470731,0
41A07,동부2권,202305,1,S,104.9489575,1
42000,강원,202305,0,D,100.0506488,0
43000,충북,202305,7,S,102.4936197,0
45000,전북,202305,1,D,99.12338014,0
27000,대구,202306,7,S,103.587015,0
28000,인천,202306,0,D,87.34566433,0
29000,광주,202306,3,D,100.3591316,0
36000,세종,202306,3,D,97.52616224,0
36000,세종,202306,1,D,73.55336076,0
41A01,서해안권,202306,3,D,101.0127569,1
41A02,경부1권,202306,7,D,99.29270473,1
41A03,경부2권,202306,1,S,91.56189552,1
41A03,경부2권,202306,7,S,103.9799185,1
41A04,경의권,202306,3,D,97.42755773,1
41A05,경원권,202306,3,D,100.1498623,1
41A05,경원권,202306,0,D,85.6951985,1
43000,충북,202306,1,S,100.2901702,0
44000,충남,202306,3,D,99.21502268,0
44000,충남,202306,7,D,100.0339679,0
46000,전남,202306,3,S,97.96887649,0
47000,경북,202306,3,S,100.5278442,0
A2000,수도권,202306,3,S,98.76084378,0
A2001,지방권,202306,1,S,93.8728053,0
A3000,6대광역시,202306,1,S,89.44705366,0
A6000,8개도,202306,7,S,102.3280666,0
A6000,8개도,202306,0,D,98.6741697,0
A9000,9개도,202306,7,S,102.582158,0
A3000,6대광역시,202301,7,D,100.6058564,0
A3000,6대광역시,202301,1,S,93.69876017,0
A5000,5대광역시,202301,7,D,100.6402913,0
A5000,5대광역시,202301,1,S,93.58673472,0
A6000,8개도,202301,1,S,100.9085605,0
A9000,9개도,202301,3,D,101.4751734,0
A9000,9개도,202301,7,D,100.7481463,0
11000,서울,202302,1,S,93.73258512,0
11A01,강북지역,202302,1,D,86.60385382,1
11A02,강남지역,202302,0,D,90.41446357,1
11A02,강남지역,202302,0,S,97.52555945,1
11A02,강남지역,202302,1,D,85.31848657,1
11A11,도심권,202302,3,D,97.96490078,2
11A13,서북권,202302,7,D,100.1669913,2
26000,부산,202302,3,S,99.99810303,0
26000,부산,202302,0,D,93.4736275,0
26A01,동부산권,202302,7,S,104.0080844,1
26A02,중부산권,202302,3,D,101.222648,1
26A02,중부산권,202302,7,S,103.3282122,1
26A03,서부산권,202302,7,D,100.5184812,1
27000,대구,202302,7,D,100.6966824,0
28000,인천,202302,0,S,95.77132852,0
28000,인천,202302,1,D,84.38634245,0
29000,광주,202302,1,S,98.6610331,0
30000,대전,202302,7,S,103.7860522,0
36000,세종,202302,7,D,98.5361941,0
36000,세종,202302,3,S,97.88727509,0
36000,세종,202302,3,D,97.60458921,0
41A01,서해안권,202302,0,S,96.96581268,1
41A04,경의권,202302,0,D,87.24399745,1
41A07,동부2권,202302,3,D,102.672635,1
42000,강원,202302,7,D,101.4624883,0
43000,충북,202302,0,S,102.079011,0
44000,충남,202302,3,S,98.27284234,0
44000,충남,202302,7,D,100.1477239,0
45000,전북,202302,3,D,99.63172613,0
47000,경북,202302,0,S,100.6602546,0
50000,제주,202302,0,S,103.2246409,0
50000,제주,202302,7,S,102.4409041,0
A1000,전국,202302,3,D,99.74666277,0
A1000,전국,202302,1,D,89.76340321,0
A2000,수도권,202302,0,D,90.51302054,0
A3000,6대광역시,202302,7,S,103.4199546,0
A5000,5대광역시,202302,0,D,91.89018014,0
A9000,9개도,202302,7,D,100.6814268,0
11000,서울,202303,0,D,90.23731633,0
11000,서울,202303,3,S,98.97433664,0
11A11,도심권,202303,7,D,100.2157993,2
11A11,도심권,202303,0,D,92.44885759,2
11A12,동북권,202303,1,S,90.48540098,2
11A15,동남권,202303,1,D,83.80708324,2
11A15,동남권,202303,0,D,88.97248186,2
26000,부산,202303,0,S,95.58935152,0
26000,부산,202303,3,D,100.1881692,0
26A01,동부산권,202303,7,D,100.0672293,1
26A01,동부산권,202303,0,D,89.57332692,1
26A02,중부산권,202303,0,S,95.25239162,1
27000,대구,202303,7,S,103.7672228,0
27000,대구,202303,3,S,97.39164299,0
28000,인천,202303,7,S,103.3970536,0
28000,인천,202303,1,S,91.43736116,0
28000,인천,202303,3,D,99.78119389,0
29000,광주,202303,3,D,100.7634602,0
29000,광주,202303,1,D,94.33479755,0
29000,광주,202303,0,S,98.67033013,0
30000,대전,202303,7,S,103.6850737,0
31000,울산,202303,1,D,91.40319552,0
36000,세종,202303,1,D,71.17546733,0
41000,경기,202303,1,D,83.70765988,0
41A01,서해안권,202303,3,S,101.5416768,1
41A05,경원권,202303,0,S,93.97703637,1
42000,강원,202303,1,D,99.80256569,0
43000,충북,202303,7,S,102.5698938,0
45000,전북,202303,1,S,102.5543462,0
50000,제주,202303,0,S,103.0666624,0
A1000,전국,202303,7,D,100.5634035,0
A1000,전국,202303,0,D,92.60851733,0
A1000,전국,202303,0,S,96.52093947,0
A2000,수도권,202303,7,S,103.9049391,0
A3000,6대광역시,202303,1,D,86.32477857,0
A5000,5대광역시,202303,7,S,103.3786659,0
A5000,5대광역시,202303,3,S,99.20283423,0
A6000,8개도,202303,7,S,102.4541961,0
A6000,8개도,202303,7,D,100.5880429,0
A9000,9개도,202303,3,D,100.7446659,0
11000,서울,202304,0,S,96.05345359,0
11A01,강북지역,202304,7,S,103.8917948,1
11A01,강북지역,202304,3,D,97.38932688,1
11A11,도심권,202304,0,S,97.95646722,2
11A11,도심권,202304,3,D,97.21444675,2
11A12,동북권,202304,1,S,90.03062915,2
11A12,동북권,202304,3,S,98.707271,2
11A13,서북권,202304,1,S,91.06123478,2
11A14,서남권,202304,7,S,104.3977348,2
11A14,서남권,202304,1,D,83.13587375,2
11A14,서남권,202304,0,S,95.77804464,2
26000,부산,202304,1,S,92.48511851,0
26A01,동부산권,202304,3,S,98.08535741,1
27000,대구,202304,1,S,81.56179229,0
27000,대구,202304,3,S,97.06725846,0
27000,대구,202304,3,D,98.38645171,0
28000,인천,202304,1,D,82.14281006,0
29000,광주,202304,7,D,100.8845864,0
29000,광주,202304,3,S,99.23958758,0
29000,광주,202304,0,S,98.14769061,0
30000,대전,202304,0,D,89.90984201,0
36000,세종,202304,7,S,104.2129651,0
41000,경기,202304,3,D,100.4262457,0
41A02,경부1권,202304,1,S,91.60444745,1
41A02,경부1권,202304,3,S,98.4658922,1
41A02,경부1권,202304,1,D,84.59545342,1
41A02,경부1권,202304,3,D,97.17500128,1
41A05,경원권,202304,1,S,89.09807163,1
41A05,경원권,202304,0,S,93.06728352,1
41A06,동부1권,202304,0,S,93.01388837,1
41A06,동부1권,202304,1,S,89.38557665,1
41A06,동부1권,202304,0,D,87.22699184,1
41A06,동부1권,202304,7,D,101.4214062,1
41A07,동부2권,202304,7,S,103.2856111,1
42000,강원,202304,1,S,102.6049296,0
42000,강원,202304,7,D,101.4341216,0
43000,충북,202304,0,S,101.368711,0
44000,충남,202304,7,S,101.8287348,0
45000,전북,202304,1,D,99.76320666,0
45000,전북,202304,3,D,99.23163663,0
46000,전남,202304,3,S,98.25387153,0
47000,경북,202304,7,S,102.0930117,0
48000,경남,202304,3,S,98.52323601,0
50000,제주,202304,3,S,101.2083373,0
A1000,전국,202304,0,S,96.10444295,0
A1000,전국,202304,1,S,93.19506134,0
A2000,수도권,202304,7,D,100.514042,0
A3000,6대광역시,202304,1,S,90.23918978,0
A3000,6대광역시,202304,3,S,99.03321582,0
A9000,9개도,202304,1,D,90.50892038,0
30000,대전,202301,3,S,100.962166,0
31000,울산,202301,7,D,101.7103891,0
36000,세종,202301,0,D,76.03133578,0
41000,경기,202301,3,D,101.7005807,0
41A02,경부1권,202301,1,S,95.87046096,1
41A04,경의권,202301,1,D,87.20668527,1
41A05,경원권,202301,3,D,101.1252698,1
41A07,동부2권,202301,1,S,107.4886567,1
41A07,동부2권,202301,3,D,103.0982204,1
42000,강원,202301,3,S,101.2475969,0
42000,강원,202301,0,D,100.9506728,0
43000,충북,202301,0,D,101.888094,0
43000,충북,202301,0,S,102.6895647,0
44000,충남,202301,3,D,99.83615721,0
45000,전북,202301,3,S,98.39484027,0
46000,전남,202301,1,S,96.21942317,0
46000,전남,202301,7,D,100.874106,0
47000,경북,202301,1,D,101.0059586,0
48000,경남,202301,1,D,99.72017434,0
48000,경남,202301,7,D,100.692853,0
A1000,전국,202301,1,S,96.19829901,0
A2000,수도권,202301,1,D,88.37780645,0
A2000,수도권,202301,0,D,92.65761105,0
45000,전북,202305,0,D,99.35238713,0
11A02,강남지역,202301,3,D,98.23244747,1
11A11,도심권,202301,0,S,98.87792713,2
11A11,도심권,202301,0,D,94.59653165,2
11A14,서남권,202301,3,D,97.6384278,2
11A14,서남권,202301,0,D,93.0052818,2
11A15,동남권,202301,3,S,101.5103716,2
11A15,동남권,202301,3,D,99.17821212,2
11A15,동남권,202301,0,S,99.26949879,2
11A15,동남권,202301,1,S,97.76555385,2
26A01,동부산권,202301,1,D,91.28197959,1
11000,서울,202305,0,D,89.53611357,0
11A01,강북지역,202305,3,S,98.60807523,1
11A02,강남지역,202305,0,D,88.71424358,1
11A02,강남지역,202305,3,S,98.34857556,1
11A02,강남지역,202305,0,S,97.0465276,1
11A11,도심권,202305,1,D,85.27327954,2
11A11,도심권,202305,3,S,99.19602629,2
11A11,도심권,202305,3,D,96.61122265,2
11A13,서북권,202305,1,D,84.80581716,2
11A14,서남권,202305,7,S,104.3344261,2
11A15,동남권,202305,1,D,84.11987696,2
11A15,동남권,202305,3,D,97.96165779,2
26000,부산,202305,1,D,87.64206903,0
26A01,동부산권,202305,1,S,90.58306525,1
26A02,중부산권,202305,7,D,99.78176109,1
27000,대구,202305,3,D,98.11238628,0
31000,울산,202305,7,S,102.017156,0
31000,울산,202305,1,S,91.34700923,0
36000,세종,202305,3,D,97.55548746,0
41000,경기,202305,7,D,100.5746405,0
41A01,서해안권,202305,1,D,83.4101176,1
41A02,경부1권,202305,3,D,96.86996998,1
45000,전북,202305,7,D,100.0836352,0
46000,전남,202305,0,S,99.26594331,0
46000,전남,202305,3,D,99.33137019,0
48000,경남,202305,0,S,97.83055262,0
48000,경남,202305,1,D,96.78040331,0
50000,제주,202305,0,D,101.7744084,0
A1000,전국,202305,0,S,95.90900783,0
A1000,전국,202305,1,S,92.99519966,0
A2001,지방권,202305,7,S,102.5630681,0
A5000,5대광역시,202305,7,S,103.2380383,0
A5000,5대광역시,202305,3,S,98.58147429,0
A6000,8개도,202305,1,S,98.78784911,0
A6000,8개도,202305,3,S,99.55636207,0
A6000,8개도,202305,3,D,100.5803528,0
A9000,9개도,202305,7,S,102.6173283,0
11000,서울,202306,3,S,98.30324547,0
11A02,강남지역,202306,1,D,83.54642684,1
11A11,도심권,202306,7,D,99.82734077,2
11A11,도심권,202306,3,D,96.32854933,2
11A12,동북권,202306,3,D,96.74684852,2
11A13,서북권,202306,7,S,103.9924442,2
11A14,서남권,202306,7,S,104.2453195,2
11A14,서남권,202306,0,S,95.29796993,2
26000,부산,202306,7,S,103.1607483,0
26000,부산,202306,3,S,98.89947315,0
26A01,동부산권,202306,7,D,100.0131979,1
26A02,중부산권,202306,3,D,100.8707605,1
26A02,중부산권,202306,1,D,86.04119657,1
26A03,서부산권,202306,3,D,100.7284803,1
26A03,서부산권,202301,1,S,98.80331485,1
27000,대구,202301,0,D,87.42308387,0
27000,대구,202301,3,S,97.99820044,0
28000,인천,202301,7,D,100.4128701,0
28000,인천,202301,0,D,91.6448827,0
41A05,경원권,202305,3,S,98.40004121,1
41A06,동부1권,202305,1,D,81.26916622,1
41A07,동부2권,202305,7,S,103.220713,1
41A07,동부2권,202305,0,D,102.1915752,1
43000,충북,202305,1,D,100.3068838,0
44000,충남,202305,0,S,99.937524,0
26A03,서부산권,202306,7,D,100.3194922,1
26A03,서부산권,202306,0,S,96.57160758,1
28000,인천,202306,1,S,90.07201798,0
29000,광주,202306,7,S,103.1226488,0
29000,광주,202306,0,S,97.43222559,0
41000,경기,202306,0,S,93.86207804,0
41000,경기,202306,0,D,87.71508574,0
41000,경기,202306,3,S,99.33782824,0
41A01,서해안권,202306,3,S,100.260117,1
41A02,경부1권,202306,7,S,105.477765,1
41A02,경부1권,202306,3,D,96.80758775,1
41A03,경부2권,202306,0,D,86.74032561,1
41A03,경부2권,202306,3,D,101.7617728,1
41A05,경원권,202306,1,S,86.93710741,1
41A05,경원권,202306,7,S,102.3855173,1
42000,강원,202306,1,S,102.2010151,0
42000,강원,202306,0,S,102.3005319,0
43000,충북,202306,7,D,100.6918046,0
45000,전북,202306,1,S,101.1985208,0
46000,전남,202306,1,D,94.20531708,0
48000,경남,202306,3,S,98.18013936,0
48000,경남,202306,1,D,96.48287499,0
48000,경남,202306,7,D,100.2922423,0
A2000,수도권,202306,0,S,94.56487897,0
A2000,수도권,202306,0,D,88.23115824,0
A2001,지방권,202306,7,D,100.4293793,0
A2001,지방권,202306,0,D,94.63843853,0
A9000,9개도,202306,3,D,100.1220277,0
11A01,강북지역,202302,3,S,99.26454668,1
11A11,도심권,202302,0,S,98.48209527,2
11A12,동북권,202302,1,D,86.70181561,2
11A13,서북권,202302,0,S,96.46745462,2
11A14,서남권,202302,3,D,96.66398158,2
11A15,동남권,202302,7,D,100.6468325,2
26000,부산,202302,7,D,100.1967,0
26A01,동부산권,202302,3,D,98.37710842,1
26A01,동부산권,202302,0,D,91.0565042,1
26A02,중부산권,202302,0,S,96.26223481,1
26A03,서부산권,202302,0,S,98.30165047,1
26A03,서부산권,202302,3,S,99.583368,1
27000,대구,202302,1,D,80.414395,0
28000,인천,202302,0,D,89.96115129,0
30000,대전,202302,3,D,98.85479534,0
30000,대전,202302,0,D,91.57819976,0
41A01,서해안권,202302,1,S,94.44072304,1
41A02,경부1권,202302,3,S,99.41127747,1
41A03,경부2권,202302,7,D,101.3529756,1
41A03,경부2권,202302,1,D,84.33078901,1
41A05,경원권,202302,1,D,83.95950892,1
41A05,경원권,202302,7,S,102.6624414,1
41A06,동부1권,202302,3,D,100.0342135,1
41A06,동부1권,202302,7,D,101.6254626,1
44000,충남,202302,3,D,99.72927177,0
44000,충남,202302,0,D,98.80901302,0
46000,전남,202302,7,D,100.8304263,0
47000,경북,202302,3,D,100.956632,0
47000,경북,202302,7,S,102.1821763,0
48000,경남,202302,3,S,98.94077005,0
A1000,전국,202302,0,S,97.23572566,0
A1000,전국,202302,1,S,94.73075074,0
A2001,지방권,202302,1,S,95.82890522,0
A2001,지방권,202302,7,S,102.6898267,0
A2001,지방권,202302,0,S,98.17268405,0
A3000,6대광역시,202302,1,D,87.95825992,0
A5000,5대광역시,202302,1,S,91.91031781,0
A9000,9개도,202302,1,D,92.23120536,0
A9000,9개도,202302,1,S,96.81445345,0
11A01,강북지역,202303,0,S,95.36122613,1
11A12,동북권,202303,3,D,97.90882828,2
26000,부산,202303,7,D,100.1370349,0
26000,부산,202303,0,D,92.21815448,0
26A01,동부산권,202303,7,S,103.9421548,1
26A01,동부산권,202303,0,S,94.30130293,1
26A03,서부산권,202303,0,D,95.22391928,1
26A03,서부산권,202303,7,D,100.4877427,1
27000,대구,202303,0,S,87.40726476,0
27000,대구,202303,3,D,98.71950019,0
28000,인천,202303,1,D,82.96934745,0
29000,광주,202303,7,D,100.9266038,0
41A01,서해안권,202303,3,D,101.9461944,1
41A01,서해안권,202303,0,S,95.36273643,1
41A02,경부1권,202303,3,S,98.81283565,1
41A03,경부2권,202303,3,S,100.1299853,1
41A04,경의권,202303,1,S,91.95301748,1
41A05,경원권,202303,1,D,82.29143463,1
41A06,동부1권,202303,0,D,88.03801187,1
42000,강원,202303,3,D,100.7225368,0
43000,충북,202303,3,S,102.1554691,0
45000,전북,202303,3,D,99.44418658,0
46000,전남,202303,3,S,98.40203355,0
46000,전남,202303,1,S,95.00112269,0
47000,경북,202303,0,D,99.83408802,0
48000,경남,202303,1,S,96.92374752,0
50000,제주,202303,7,D,101.0390641,0
50000,제주,202303,1,S,106.0129032,0
A1000,전국,202303,7,S,102.9653649,0
A2000,수도권,202303,3,S,99.5779226,0
A2001,지방권,202303,1,S,94.98489712,0
A3000,6대광역시,202303,3,D,99.78554474,0
A3000,6대광역시,202303,7,S,103.3837075,0
A5000,5대광역시,202303,0,D,90.60603924,0
11000,서울,202304,1,D,83.93942717,0
11000,서울,202304,7,S,104.132237,0
11A01,강북지역,202304,1,D,84.59780134,1
11A02,강남지역,202304,7,D,100.289787,1
11A02,강남지역,202304,0,S,96.99905718,1
11A11,도심권,202304,1,S,93.91989304,2
26000,부산,202304,1,D,88.24368231,0
26000,부산,202304,0,S,95.07510119,0
26A02,중부산권,202304,1,D,87.1798068,1
28000,인천,202304,7,S,103.4684495,0
28000,인천,202304,0,S,94.33715697,0
29000,광주,202304,1,D,93.77546748,0
30000,대전,202304,7,D,99.71531416,0
31000,울산,202304,1,S,91.63770909,0
36000,세종,202304,3,S,97.72304303,0
41000,경기,202304,3,S,100.0239299,0
29000,광주,202301,3,S,99.92360769,0
41A02,경부1권,202304,0,S,93.93962389,1
41A04,경의권,202304,0,D,85.24963843,1
41A05,경원권,202304,3,D,100.5689673,1
41A05,경원권,202304,0,D,87.7525929,1
41A07,동부2권,202304,7,D,101.1933485,1
42000,강원,202304,7,S,103.1891778,0
44000,충남,202304,3,S,97.86777015,0
44000,충남,202304,7,D,100.0667909,0
45000,전북,202304,0,D,99.77948474,0
45000,전북,202304,7,D,100.1550506,0
46000,전남,202304,0,D,98.15723807,0
47000,경북,202304,1,S,98.55063828,0
48000,경남,202304,1,S,96.50046983,0
48000,경남,202304,0,S,98.03242716,0
50000,제주,202304,0,D,102.0798389,0
A1000,전국,202304,0,D,92.11872789,0
A2000,수도권,202304,3,D,98.7319678,0
A5000,5대광역시,202304,0,D,89.97854588,0
A9000,9개도,202304,1,S,95.24495976,0
11000,서울,202305,0,S,95.99647254,0
30000,대전,202301,3,D,99.03311295,0
30000,대전,202301,7,S,103.9194506,0
31000,울산,202301,0,S,96.70225247,0
36000,세종,202301,7,S,104.1139703,0
41000,경기,202301,0,S,97.87795677,0
41A02,경부1권,202301,7,D,100.1114548,1
41A03,경부2권,202301,1,S,96.4371945,1
41A03,경부2권,202301,3,S,100.4984967,1
41A03,경부2권,202301,3,D,102.8084829,1
41A04,경의권,202301,1,S,95.40566364,1
41A06,동부1권,202301,0,S,96.53177938,1
43000,충북,202301,7,S,102.6874484,0
43000,충북,202301,3,D,101.0707795,0
44000,충남,202301,3,S,98.4824813,0
45000,전북,202301,0,S,103.059669,0
47000,경북,202301,3,S,100.7326902,0
47000,경북,202301,0,D,100.6925631,0
48000,경남,202301,1,S,98.64826187,0
48000,경남,202301,0,D,100.0240962,0
50000,제주,202301,0,S,103.4590732,0
A1000,전국,202301,3,D,100.2015775,0
A2000,수도권,202301,7,S,104.0973635,0
A2001,지방권,202301,1,D,95.74597994,0
11A01,강북지역,202301,1,D,88.83424247,1
11A01,강북지역,202301,0,D,93.66579427,1
11A12,동북권,202301,0,S,95.92733972,2
11A13,서북권,202301,3,D,98.58921669,2
11A13,서북권,202301,0,S,97.03792559,2
11A14,서남권,202301,1,D,89.06495088,2
11A14,서남권,202301,7,D,100.4370602,2
11A15,동남권,202301,7,S,104.7617599,2
26A01,동부산권,202301,7,S,104.0856233,1
